Order ID,Order Date,Ship Date,DateKey,CustomerKey,ProductKey,GeoKey,Sales,Profit,Quantity,Discount,Shipping Cost,Payment Mode
ORD-101220,2023-12-23,2023-12-26,20231223,313,21,3,28.72,5.01,2,0.1,15.22,Debit Card
ORD-101221,2023-05-05,2023-05-08,20230505,388,27,9,201.11,44.26,3,0.0,17.2,Credit Card
ORD-101222,2024-11-23,2024-11-27,20241123,7,12,28,1079.35,-110.7,3,0.25,31.59,Online
ORD-101223,2024-08-16,2024-08-19,20240816,146,21,38,12.33,-0.45,1,0.15,13.27,Credit Card
ORD-101224,2022-02-10,2022-02-16,20220210,212,21,34,14.84,2.31,1,0.0,10.35,Online
ORD-101225,2023-06-10,2023-06-14,20230610,651,3,7,4252.86,704.35,4,0.2,53.26,Credit Card
ORD-101226,2024-09-21,2024-09-25,20240921,18,27,20,104.46,11.8,2,0.2,17.02,Debit Card
ORD-101227,2023-06-23,2023-06-29,20230623,551,4,19,473.26,95.52,3,0.2,24.56,Credit Card
ORD-101228,2022-12-20,2022-12-24,20221220,447,1,28,453.44,94.3,2,0.15,15.59,Credit Card
ORD-101229,2023-11-12,2023-11-16,20231112,552,28,6,11.1,-0.61,1,0.1,12.52,Debit Card
ORD-101230,2024-07-11,2024-07-16,20240711,498,31,10,552.35,97.39,2,0.05,21.59,Online
ORD-101231,2024-11-03,2024-11-05,20241103,828,16,7,965.97,146.3,3,0.15,23.58,Cash
ORD-101232,2022-02-15,2022-02-16,20220215,597,19,37,41.38,12.11,5,0.0,18.6,Credit Card
ORD-101233,2023-12-21,2023-12-25,20231221,33,24,22,26.7,6.14,3,0.05,14.51,Online
ORD-101234,2024-10-22,2024-10-26,20241022,96,26,28,9.38,-1.1,1,0.25,12.09,Debit Card
ORD-101235,2023-01-25,2023-01-29,20230125,213,6,10,817.88,120.18,1,0.15,30.51,Online
ORD-101236,2022-01-30,2022-02-03,20220130,833,24,21,9.4,0.82,1,0.0,9.48,Debit Card
ORD-101237,2024-07-09,2024-07-15,20240709,135,4,1,295.6,59.53,2,0.2,15.71,Credit Card
ORD-101238,2022-04-03,2022-04-06,20220403,847,30,33,273.09,73.63,1,0.0,15.91,Credit Card
ORD-101239,2023-09-14,2023-09-19,20230914,458,20,9,6.84,-0.76,1,0.0,11.54,Credit Card
ORD-101240,2023-07-13,2023-07-18,20230713,730,6,23,1577.73,304.36,2,0.05,31.95,Cash
ORD-101241,2023-10-25,2023-10-27,20231025,51,21,7,14.34,2.55,1,0.0,9.11,Debit Card
ORD-101242,2023-03-21,2023-03-23,20230321,569,24,20,19.22,2.8,2,0.0,16.17,Credit Card
ORD-101243,2022-12-15,2022-12-17,20221215,24,22,20,25.08,5.97,2,0.05,11.6,UPI
ORD-101244,2023-08-02,2023-08-03,20230802,581,23,34,5.67,-1.19,1,0.0,11.5,Credit Card
ORD-101245,2022-01-31,2022-02-02,20220131,46,5,13,160.65,37.68,1,0.0,16.27,Online
ORD-101246,2024-09-15,2024-09-21,20240915,452,16,16,839.78,176.91,2,0.0,22.41,Credit Card
ORD-101247,2023-03-07,2023-03-12,20230307,529,20,33,31.53,2.94,6,0.15,29.44,Online
ORD-101248,2022-12-13,2022-12-17,20221213,238,29,9,669.45,136.71,1,0.05,30.21,Cash
ORD-101249,2022-10-15,2022-10-19,20221015,35,17,14,161.87,40.8,1,0.0,12.93,Cash
ORD-101250,2024-12-11,2024-12-14,20241211,186,20,37,12.15,1.58,2,0.05,11.46,Credit Card
ORD-101251,2023-01-09,2023-01-15,20230109,288,25,7,33.66,7.78,1,0.0,12.39,Online
ORD-101252,2024-04-15,2024-04-22,20240415,717,5,26,156.65,36.85,1,0.0,15.57,Debit Card
ORD-101253,2022-04-03,2022-04-08,20220403,56,29,20,1242.57,240.38,2,0.1,23.23,Credit Card
ORD-101254,2023-02-22,2023-02-26,20230222,564,23,23,17.6,2.2,3,0.05,17.86,Online
ORD-101255,2022-10-23,2022-10-28,20221023,481,29,20,773.98,175.13,1,0.0,30.35,Credit Card
ORD-101256,2023-11-02,2023-11-06,20231102,446,5,26,467.13,72.63,4,0.25,19.37,UPI
ORD-101257,2023-05-05,2023-05-08,20230505,337,32,30,256.81,92.01,6,0.0,30.62,Debit Card
ORD-101258,2024-09-09,2024-09-13,20240909,470,5,38,332.69,85.13,2,0.0,13.43,Credit Card
ORD-101259,2024-03-01,2024-03-04,20240301,679,23,29,5.8,-0.75,1,0.05,10.1,Debit Card
ORD-101260,2022-12-19,2022-12-25,20221219,554,25,4,28.21,3.08,1,0.25,12.15,Credit Card
ORD-101261,2023-01-26,2023-01-31,20230126,384,10,24,28.51,6.49,1,0.05,14.04,Online
ORD-101262,2024-05-13,2024-05-17,20240513,692,10,4,23.99,4.92,1,0.15,10.61,Debit Card
ORD-101263,2023-03-07,2023-03-13,20230307,243,15,24,67.87,16.07,1,0.1,10.31,Credit Card
ORD-101264,2024-12-24,2024-12-28,20241224,554,29,7,1464.59,341.68,2,0.0,28.06,Online
ORD-101265,2023-12-17,2023-12-20,20231217,760,19,23,7.41,-1.77,1,0.15,13.3,Credit Card
ORD-101266,2024-08-12,2024-08-16,20240812,831,30,30,270.97,60.91,1,0.1,19.53,Credit Card
ORD-101267,2023-02-04,2023-02-07,20230204,309,10,6,101.39,27.11,4,0.2,21.03,Online
ORD-101268,2022-11-02,2022-11-07,20221102,799,16,21,687.16,117.78,2,0.1,16.88,Credit Card
ORD-101269,2024-08-31,2024-09-03,20240831,570,9,36,2549.43,393.71,2,0.05,40.56,UPI
ORD-101270,2024-12-13,2024-12-15,20241213,772,19,16,24.99,5.88,3,0.0,15.33,Online
ORD-101271,2024-04-11,2024-04-14,20240411,800,1,7,710.78,177.3,3,0.05,21.44,Online
ORD-101272,2024-05-16,2024-05-18,20240516,291,11,11,201.11,66.65,4,0.05,16.43,Credit Card
ORD-101273,2022-06-05,2022-06-08,20220605,672,20,3,20.62,5.03,3,0.0,13.92,Credit Card
ORD-101274,2023-12-26,2023-12-31,20231226,251,24,39,9.15,-0.82,1,0.05,13.32,Debit Card
ORD-101275,2024-02-17,2024-02-20,20240217,293,7,31,1729.01,558.38,4,0.05,34.85,Debit Card
ORD-101276,2024-09-03,2024-09-08,20240903,431,13,20,273.03,89.45,3,0.0,17.46,Credit Card
ORD-101277,2023-06-07,2023-06-11,20230607,832,24,19,20.84,3.91,2,0.0,15.04,Online
ORD-101278,2023-06-11,2023-06-14,20230611,730,30,15,257.84,68.52,1,0.0,17.86,Online
ORD-101279,2022-12-28,2023-01-03,20221228,660,24,27,9.63,-0.73,1,0.05,13.65,Online
ORD-101280,2022-06-18,2022-06-22,20220618,315,6,3,2547.6,550.92,3,0.0,27.3,Online
ORD-101281,2023-10-27,2023-10-31,20231027,787,28,17,36.51,7.48,3,0.05,16.18,UPI
ORD-101282,2024-03-06,2024-03-12,20240306,592,22,34,39.56,12.18,3,0.0,12.66,UPI
ORD-101283,2022-09-15,2022-09-19,20220915,9,21,39,30.73,6.35,2,0.0,16.97,Credit Card
ORD-101284,2023-09-07,2023-09-10,20230907,491,6,28,3962.3,617.98,5,0.15,45.69,UPI
ORD-101285,2022-07-08,2022-07-10,20220708,324,31,33,1541.77,222.06,6,0.15,26.31,Credit Card
ORD-101286,2022-01-12,2022-01-15,20220112,559,25,20,35.79,9.11,1,0.0,10.79,Credit Card
ORD-101287,2023-03-17,2023-03-21,20230317,603,11,36,265.37,84.85,6,0.05,30.53,Debit Card
ORD-101288,2023-11-03,2023-11-09,20231103,58,14,10,47.41,17.66,2,0.0,17.28,Online
ORD-101289,2023-10-12,2023-10-16,20231012,375,27,19,196.17,41.83,3,0.0,20.61,Credit Card
ORD-101290,2022-07-22,2022-07-26,20220722,129,3,37,5156.94,1171.21,4,0.05,42.54,Online
ORD-101291,2022-12-01,2022-12-04,20221201,347,6,20,3799.92,670.3,5,0.1,39.09,Debit Card
ORD-101292,2024-01-02,2024-01-07,20240102,166,20,12,27.23,7.01,4,0.0,17.32,Online
ORD-101293,2023-11-27,2023-12-01,20231127,35,26,39,11.74,1.43,1,0.0,9.66,Debit Card
ORD-101294,2024-12-05,2024-12-10,20241205,119,18,20,346.64,97.13,3,0.0,19.6,Credit Card
ORD-101295,2022-10-29,2022-11-03,20221029,547,25,17,31.1,6.1,1,0.1,11.01,Credit Card
ORD-101296,2024-11-19,2024-11-22,20241119,780,7,3,419.76,139.93,1,0.0,19.97,UPI
ORD-101297,2024-11-27,2024-12-01,20241127,125,13,17,87.51,23.88,1,0.05,14.28,UPI
ORD-101298,2024-03-06,2024-03-11,20240306,696,1,12,2008.65,549.44,8,0.0,37.1,Credit Card
ORD-101299,2023-09-13,2023-09-20,20230913,88,25,3,26.11,3.5,1,0.25,9.4,Credit Card
ORD-101300,2024-02-01,2024-02-05,20240201,703,7,27,459.59,143.6,1,0.05,23.04,Credit Card
ORD-101301,2023-06-07,2023-06-12,20230607,372,5,12,130.52,22.59,1,0.15,13.76,Debit Card
ORD-101302,2022-01-18,2022-01-21,20220118,322,19,40,17.22,1.6,2,0.05,16.59,Debit Card
ORD-101303,2023-03-16,2023-03-18,20230316,77,4,25,542.39,145.07,3,0.05,19.43,Debit Card
ORD-101304,2023-11-26,2023-11-29,20231126,472,5,6,428.39,83.51,3,0.15,18.44,Debit Card
ORD-101305,2024-03-28,2024-04-02,20240328,50,31,1,623.7,125.53,2,0.0,15.55,Online
ORD-101306,2024-04-28,2024-05-04,20240428,523,16,32,297.47,28.0,1,0.25,21.99,Credit Card
ORD-101307,2022-10-12,2022-10-15,20221012,687,25,18,110.47,23.4,4,0.2,21.53,Credit Card
ORD-101308,2023-01-25,2023-01-31,20230125,680,4,1,177.12,40.09,1,0.1,17.02,Debit Card
ORD-101309,2024-04-18,2024-04-24,20240418,377,9,37,5179.32,813.32,4,0.05,43.93,Online
ORD-101310,2022-08-11,2022-08-13,20220811,164,9,6,2454.18,330.82,2,0.1,36.46,Credit Card
ORD-101311,2023-11-23,2023-11-27,20231123,263,21,31,129.71,33.45,10,0.1,37.84,Debit Card
ORD-101312,2023-06-10,2023-06-15,20230610,566,31,26,262.14,44.21,1,0.05,15.98,Credit Card
ORD-101313,2024-07-13,2024-07-15,20240713,817,13,9,262.86,80.49,3,0.05,17.87,Debit Card
ORD-101314,2024-10-06,2024-10-08,20241006,456,14,33,76.86,31.86,3,0.0,18.77,Online
ORD-101315,2023-01-07,2023-01-14,20230107,480,20,8,5.34,-2.24,1,0.15,12.82,Cash
ORD-101316,2022-09-22,2022-09-28,20220922,731,16,14,411.17,82.06,1,0.0,24.0,Cash
ORD-101317,2022-09-23,2022-09-27,20220923,150,30,27,702.24,141.16,3,0.2,18.02,Credit Card
ORD-101318,2024-11-23,2024-11-28,20241123,523,23,33,12.88,0.79,2,0.0,16.14,Credit Card
ORD-101319,2024-04-08,2024-04-12,20240408,656,3,5,6649.45,1643.82,5,0.0,52.98,Debit Card
ORD-101320,2024-05-19,2024-05-24,20240519,81,24,18,18.34,1.81,2,0.1,15.78,Credit Card
ORD-101321,2024-05-13,2024-05-19,20240513,335,17,8,435.64,115.33,3,0.0,18.99,Debit Card
ORD-101322,2022-06-19,2022-06-24,20220619,25,9,8,1919.38,180.5,2,0.2,32.67,Credit Card
ORD-101323,2024-12-29,2025-01-02,20241229,322,2,38,2445.14,722.35,4,0.05,31.97,Online
ORD-101324,2024-12-22,2024-12-27,20241222,468,31,16,398.6,28.78,2,0.3,20.28,Credit Card
ORD-101325,2023-05-12,2023-05-13,20230512,510,3,23,2692.61,388.5,3,0.25,43.98,UPI
ORD-101326,2022-09-11,2022-09-16,20220911,18,21,11,31.65,7.21,2,0.0,15.56,Debit Card
ORD-101327,2024-11-08,2024-11-13,20241108,223,13,8,86.98,25.97,1,0.0,12.78,Debit Card
ORD-101328,2022-07-28,2022-07-31,20220728,148,22,9,37.56,8.92,3,0.05,17.43,Cash
ORD-101329,2022-10-05,2022-10-08,20221005,149,23,10,16.99,2.11,3,0.1,16.31,Online
ORD-101330,2024-06-23,2024-06-29,20240623,716,25,6,70.3,20.46,2,0.0,13.85,Credit Card
ORD-101331,2024-09-26,2024-09-30,20240926,533,8,6,362.74,86.5,3,0.0,22.33,Debit Card
ORD-101332,2023-01-09,2023-01-15,20230109,635,17,39,134.42,27.32,1,0.1,14.13,UPI
ORD-101333,2024-07-12,2024-07-17,20240712,548,16,40,1556.87,332.14,4,0.0,29.62,Credit Card
ORD-101334,2024-08-10,2024-08-13,20240810,450,20,13,62.7,19.71,10,0.0,29.68,Credit Card
ORD-101335,2023-08-09,2023-08-10,20230809,94,5,29,229.7,33.94,2,0.25,14.61,Credit Card
ORD-101336,2023-03-26,2023-03-28,20230326,323,32,29,36.58,8.33,1,0.1,13.82,Cash
ORD-101337,2023-07-25,2023-07-31,20230725,361,27,16,62.57,10.47,1,0.05,11.19,Online
ORD-101338,2023-02-06,2023-02-12,20230206,745,32,39,32.2,4.82,1,0.25,13.82,Online
ORD-101339,2024-02-25,2024-03-03,20240225,215,20,34,18.35,1.51,3,0.1,18.76,Online
ORD-101340,2022-11-09,2022-11-14,20221109,28,27,24,67.55,12.02,1,0.0,13.92,Cash
ORD-101341,2022-10-11,2022-10-12,20221011,605,16,31,1125.96,240.47,3,0.0,20.7,Cash
ORD-101342,2023-09-28,2023-10-03,20230928,339,8,37,121.69,27.08,1,0.0,13.04,UPI
ORD-101343,2022-11-18,2022-11-23,20221118,765,11,8,78.82,21.28,2,0.15,11.27,Online
ORD-101344,2022-10-09,2022-10-12,20221009,363,7,6,1316.19,453.2,3,0.0,21.34,Online
ORD-101345,2023-05-18,2023-05-20,20230518,147,17,34,159.46,40.74,1,0.0,11.17,Credit Card
ORD-101346,2024-06-05,2024-06-08,20240605,594,14,30,74.14,30.86,3,0.0,17.73,Credit Card
ORD-101347,2022-03-25,2022-03-29,20220325,456,14,32,71.66,30.64,3,0.0,14.84,Credit Card
ORD-101348,2023-12-02,2023-12-04,20231202,39,6,11,833.79,171.65,1,0.0,33.67,Credit Card
ORD-101349,2022-08-24,2022-08-27,20220824,457,14,21,35.39,8.76,2,0.25,15.43,Cash
ORD-101350,2023-01-16,2023-01-19,20230116,163,3,8,2147.04,347.38,2,0.2,50.33,Debit Card
ORD-101351,2023-04-08,2023-04-14,20230408,624,31,20,296.95,55.33,1,0.0,20.07,Credit Card
ORD-101352,2024-09-13,2024-09-18,20240913,370,4,30,169.11,41.91,1,0.05,15.54,Online
ORD-101353,2023-10-25,2023-10-28,20231025,595,19,26,17.34,1.51,2,0.1,15.99,Credit Card
ORD-101354,2023-10-18,2023-10-20,20231018,548,30,13,588.12,103.65,3,0.25,23.11,Online
ORD-101355,2023-02-21,2023-02-26,20230221,123,21,12,22.67,2.85,2,0.2,12.57,Debit Card
ORD-101356,2022-11-02,2022-11-08,20221102,52,30,35,289.38,79.08,1,0.0,13.84,Cash
ORD-101357,2023-05-09,2023-05-11,20230509,48,6,4,700.17,89.51,1,0.2,24.33,Online
ORD-101358,2022-05-25,2022-05-31,20220525,359,1,26,940.71,236.49,4,0.05,23.13,Online
ORD-101359,2024-10-24,2024-10-29,20241024,53,23,4,10.34,-0.77,2,0.1,15.8,Credit Card
ORD-101360,2024-07-30,2024-08-03,20240730,55,9,19,2340.08,316.11,2,0.1,32.86,Credit Card
ORD-101361,2024-01-10,2024-01-13,20240110,358,20,15,11.48,0.31,2,0.15,12.88,Cash
ORD-101362,2024-05-22,2024-05-24,20240522,460,4,31,340.86,88.61,2,0.05,19.52,Debit Card
ORD-101363,2023-05-01,2023-05-08,20230501,183,11,10,143.45,47.59,3,0.0,19.76,Debit Card
ORD-101364,2022-04-19,2022-04-22,20220419,5,20,14,19.19,3.58,3,0.0,16.09,Online
ORD-101365,2024-12-20,2024-12-24,20241220,694,30,8,272.83,74.57,1,0.0,13.0,Credit Card
ORD-101366,2023-02-16,2023-02-20,20230216,191,11,7,78.32,19.2,2,0.15,16.75,UPI
ORD-101367,2022-06-06,2022-06-10,20220606,306,2,40,1118.41,349.79,2,0.0,23.15,UPI
ORD-101368,2024-01-31,2024-02-04,20240131,247,7,27,1911.98,468.84,6,0.25,26.17,Cash
ORD-101369,2022-11-25,2022-12-02,20221125,420,27,19,253.29,42.47,4,0.15,16.16,Cash
ORD-101370,2024-06-27,2024-07-02,20240627,364,24,39,9.3,-0.51,1,0.1,12.1,Debit Card
ORD-101371,2024-06-16,2024-06-22,20240616,493,6,3,1478.35,225.89,2,0.15,30.42,Online
ORD-101372,2023-02-08,2023-02-13,20230208,381,18,28,344.9,90.6,3,0.05,17.06,Online
ORD-101373,2022-05-04,2022-05-07,20220504,150,31,18,716.8,-56.34,3,0.25,17.58,Online
ORD-101374,2024-04-07,2024-04-11,20240407,91,5,23,421.05,81.69,3,0.15,19.24,Credit Card
ORD-101375,2023-08-01,2023-08-05,20230801,319,12,10,339.14,25.75,1,0.25,23.34,Online
ORD-101376,2023-02-11,2023-02-18,20230211,207,4,23,383.37,100.24,2,0.05,20.29,Debit Card
ORD-101377,2023-05-05,2023-05-07,20230505,228,20,29,12.97,-0.32,3,0.3,14.85,Online
ORD-101378,2024-06-02,2024-06-06,20240602,263,27,7,123.55,19.11,2,0.15,12.47,UPI
ORD-101379,2024-08-06,2024-08-11,20240806,697,26,6,20.84,3.79,2,0.1,11.2,Debit Card
ORD-101380,2022-12-09,2022-12-13,20221209,15,20,32,6.08,-0.6,1,0.1,9.36,Credit Card
ORD-101381,2023-05-11,2023-05-15,20230511,407,26,36,25.12,5.21,2,0.0,14.53,Credit Card
ORD-101382,2023-05-10,2023-05-13,20230510,658,3,26,4881.53,1006.75,4,0.1,52.49,UPI
ORD-101383,2023-01-08,2023-01-13,20230108,685,15,5,180.01,40.06,3,0.2,14.11,Credit Card
ORD-101384,2024-07-25,2024-07-31,20240725,111,6,2,2751.8,593.82,3,0.0,33.07,Credit Card
ORD-101385,2023-12-26,2024-01-01,20231226,595,12,32,379.84,54.48,1,0.1,17.97,Online
ORD-101386,2024-01-28,2024-02-04,20240128,716,16,31,356.41,55.83,1,0.1,23.79,Online
ORD-101387,2024-11-08,2024-11-09,20241108,541,4,34,383.97,107.84,2,0.0,21.0,Cash
ORD-101388,2022-11-30,2022-12-06,20221130,83,9,15,7913.15,1407.51,6,0.0,48.15,Credit Card
ORD-101389,2024-01-28,2024-02-03,20240128,19,9,3,1358.19,229.22,1,0.0,43.59,Cash
ORD-101390,2024-10-28,2024-10-31,20241028,331,22,17,26.87,6.36,2,0.0,14.06,Credit Card
ORD-101391,2022-05-10,2022-05-16,20220510,479,16,11,1047.63,179.69,3,0.1,25.38,Online
ORD-101392,2024-08-29,2024-09-01,20240829,611,10,20,293.24,113.18,10,0.0,28.51,Online
ORD-101393,2022-05-04,2022-05-06,20220504,748,21,4,14.99,2.51,1,0.05,9.1,Credit Card
ORD-101394,2024-08-29,2024-09-05,20240829,773,7,5,476.91,159.64,1,0.0,20.8,Debit Card
ORD-101395,2023-07-19,2023-07-24,20230719,218,12,22,1494.67,199.29,4,0.15,28.48,Debit Card
ORD-101396,2024-08-15,2024-08-16,20240815,115,4,34,181.04,45.7,1,0.05,14.27,Credit Card
ORD-101397,2024-02-13,2024-02-16,20240213,581,21,18,12.74,0.51,1,0.15,10.93,Debit Card
ORD-101398,2022-03-02,2022-03-03,20220302,607,24,22,16.02,0.61,2,0.25,13.81,Online
ORD-101399,2022-05-23,2022-05-28,20220523,241,2,7,1694.74,534.22,3,0.0,23.14,Online
ORD-101400,2023-10-30,2023-11-03,20231030,412,13,9,84.65,24.71,1,0.0,14.05,Online
ORD-101401,2022-11-15,2022-11-20,20221115,214,13,38,179.21,56.65,2,0.0,17.35,UPI
ORD-101402,2022-09-29,2022-10-01,20220929,743,12,39,395.65,54.69,1,0.1,24.62,Cash
ORD-101403,2023-11-21,2023-11-24,20231121,511,19,23,7.18,-1.26,1,0.15,11.59,Credit Card
ORD-101404,2023-12-10,2023-12-13,20231210,505,16,38,408.83,75.4,1,0.05,18.18,Debit Card
ORD-101405,2024-12-14,2024-12-15,20241214,40,13,8,339.35,111.23,4,0.0,21.56,Credit Card
ORD-101406,2023-08-06,2023-08-08,20230806,143,12,40,1431.97,275.48,3,0.0,31.17,Credit Card
ORD-101407,2022-09-18,2022-09-19,20220918,177,6,36,3590.63,704.64,4,0.05,38.54,Credit Card
ORD-101408,2023-08-10,2023-08-12,20230810,5,28,4,12.19,-0.01,1,0.0,13.27,Debit Card
ORD-101409,2024-08-15,2024-08-19,20240815,366,19,1,9.1,0.05,1,0.0,11.57,Online
ORD-101410,2023-01-05,2023-01-09,20230105,237,31,35,624.92,124.24,2,0.0,19.97,Online
ORD-101411,2024-02-06,2024-02-12,20240206,808,14,7,86.4,30.37,4,0.15,21.86,Debit Card
ORD-101412,2022-12-24,2022-12-26,20221224,202,25,1,29.5,4.84,1,0.15,11.47,Online
ORD-101413,2024-07-01,2024-07-08,20240701,207,10,40,27.69,6.42,1,0.05,13.3,Cash
ORD-101414,2023-08-09,2023-08-14,20230809,144,21,9,13.3,1.33,1,0.1,9.89,Debit Card
ORD-101415,2022-03-27,2022-04-03,20220327,221,22,6,39.23,9.42,3,0.0,20.16,Online
ORD-101416,2024-06-30,2024-07-02,20240630,503,3,22,2696.06,658.31,2,0.0,44.87,Online
ORD-101417,2023-03-20,2023-03-25,20230320,168,17,14,147.21,33.11,1,0.05,14.77,Online
ORD-101418,2022-05-22,2022-05-28,20220522,163,23,22,6.19,-0.92,1,0.0,11.48,Credit Card
ORD-101419,2024-07-09,2024-07-12,20240709,480,31,19,1146.99,210.39,4,0.05,21.54,Cash
ORD-101420,2024-08-24,2024-08-26,20240824,87,8,22,236.86,47.59,2,0.1,12.92,Debit Card
ORD-101421,2024-07-24,2024-07-25,20240724,105,22,16,11.11,0.32,1,0.1,11.15,Online
ORD-101422,2022-11-01,2022-11-07,20221101,523,3,1,2504.46,614.09,2,0.0,34.35,Online
ORD-101423,2024-03-15,2024-03-19,20240315,342,11,32,142.29,42.06,3,0.1,18.04,Credit Card
ORD-101424,2024-10-05,2024-10-08,20241005,361,26,2,32.55,6.75,3,0.1,15.11,Debit Card
ORD-101425,2024-10-06,2024-10-08,20241006,690,5,10,159.77,37.07,1,0.0,17.35,Credit Card
ORD-101426,2022-08-25,2022-08-27,20220825,489,4,25,144.22,27.72,1,0.2,11.45,Debit Card
ORD-101427,2023-11-05,2023-11-08,20231105,681,5,19,149.52,34.28,1,0.0,17.4,Debit Card
ORD-101428,2023-06-23,2023-06-27,20230623,488,30,20,1077.67,305.23,4,0.0,20.85,Online
ORD-101429,2024-08-15,2024-08-19,20240815,425,32,3,75.56,24.08,2,0.0,17.55,Cash
ORD-101430,2023-07-20,2023-07-22,20230720,195,27,19,117.09,18.18,2,0.1,18.31,Credit Card
ORD-101431,2023-03-29,2023-03-31,20230329,356,4,31,176.83,41.18,1,0.1,13.69,Credit Card
ORD-101432,2024-10-03,2024-10-04,20241003,828,15,35,150.83,43.45,2,0.0,18.08,Credit Card
ORD-101433,2024-02-20,2024-02-27,20240220,714,15,39,171.28,50.09,2,0.0,18.39,Credit Card
ORD-101434,2023-10-10,2023-10-13,20231010,571,27,40,46.95,-1.17,1,0.3,13.01,Debit Card
ORD-101435,2024-04-28,2024-04-30,20240428,100,14,17,26.79,9.79,1,0.0,10.31,Credit Card
ORD-101436,2024-11-15,2024-11-19,20241115,293,16,23,371.26,76.57,1,0.0,14.6,Cash
ORD-101437,2022-10-06,2022-10-12,20221006,167,21,40,15.98,3.33,1,0.0,8.76,Debit Card
ORD-101438,2022-11-14,2022-11-20,20221114,836,11,3,421.22,129.18,10,0.1,40.1,Cash
ORD-101439,2024-04-13,2024-04-15,20240413,418,8,29,91.65,9.75,1,0.25,14.03,Online
ORD-101440,2023-12-03,2023-12-07,20231203,43,1,37,222.11,44.07,1,0.15,13.7,Debit Card
ORD-101441,2024-10-23,2024-10-26,20241023,560,30,6,752.94,196.58,3,0.05,19.17,UPI
ORD-101442,2024-01-28,2024-02-03,20240128,848,23,29,19.3,3.76,3,0.0,16.84,Credit Card
ORD-101443,2024-03-22,2024-03-29,20240322,621,31,10,627.91,123.22,2,0.0,24.69,Cash
ORD-101444,2023-06-29,2023-07-05,20230629,293,29,23,613.87,90.23,1,0.2,22.84,Credit Card
ORD-101445,2024-11-14,2024-11-18,20241114,503,25,10,28.66,4.98,1,0.15,10.34,Cash
ORD-101446,2022-02-16,2022-02-19,20220216,809,19,19,15.53,0.11,2,0.2,16.11,Credit Card
ORD-101447,2023-01-05,2023-01-09,20230105,423,27,2,132.85,23.13,2,0.1,13.62,Credit Card
ORD-101448,2024-03-05,2024-03-12,20240305,141,29,26,715.43,149.93,1,0.05,21.34,Credit Card
ORD-101449,2022-06-06,2022-06-12,20220606,344,3,5,4020.72,987.19,3,0.0,51.41,Online
ORD-101450,2024-04-17,2024-04-21,20240417,805,21,4,15.38,1.15,1,0.05,13.41,Credit Card
ORD-101451,2023-09-04,2023-09-09,20230904,40,25,13,70.03,19.45,2,0.0,16.45,Online
ORD-101452,2023-02-12,2023-02-19,20230212,284,19,4,17.34,1.95,2,0.1,14.74,UPI
ORD-101453,2022-10-09,2022-10-13,20221009,628,27,10,412.2,86.79,6,0.05,22.89,Cash
ORD-101454,2022-10-19,2022-10-23,20221019,198,3,25,2523.86,618.85,2,0.0,34.62,UPI
ORD-101455,2023-03-29,2023-03-31,20230329,127,6,3,874.33,180.04,1,0.0,35.18,Credit Card
ORD-101456,2023-01-10,2023-01-14,20230110,811,31,12,2553.61,522.97,8,0.0,37.97,Credit Card
ORD-101457,2024-11-14,2024-11-18,20241114,49,27,21,180.07,27.42,3,0.15,19.42,Debit Card
ORD-101458,2024-11-23,2024-11-27,20241123,848,9,20,3635.84,637.23,3,0.0,49.21,Cash
ORD-101459,2024-09-26,2024-09-30,20240926,698,17,38,724.4,133.53,6,0.2,32.43,Online
ORD-101460,2022-10-02,2022-10-06,20221002,519,15,24,79.29,22.52,1,0.0,10.41,UPI
ORD-101461,2023-07-12,2023-07-18,20230712,394,23,19,46.97,12.65,8,0.0,30.95,Debit Card
ORD-101462,2024-04-03,2024-04-05,20240403,477,1,13,711.6,162.02,3,0.1,25.05,UPI
ORD-101463,2024-01-20,2024-01-24,20240120,435,12,34,1266.13,244.97,3,0.0,23.59,Credit Card
ORD-101464,2023-04-03,2023-04-09,20230403,668,7,22,310.31,69.88,1,0.25,22.0,Online
ORD-101465,2022-11-05,2022-11-08,20221105,625,24,27,28.49,5.9,3,0.0,18.96,Cash
ORD-101466,2024-05-13,2024-05-19,20240513,380,27,2,146.89,32.11,2,0.0,13.17,UPI
ORD-101467,2024-09-06,2024-09-09,20240906,757,14,36,24.17,7.96,1,0.1,9.03,Debit Card
ORD-101468,2024-06-05,2024-06-10,20240605,306,21,6,10.84,-1.35,1,0.3,11.92,Cash
ORD-101469,2023-08-19,2023-08-23,20230819,493,21,19,12.65,1.01,1,0.1,10.12,Debit Card
ORD-101470,2023-05-16,2023-05-20,20230516,413,13,29,255.74,57.75,4,0.25,17.67,Cash
ORD-101471,2023-08-24,2023-08-28,20230824,712,16,22,1297.84,173.58,4,0.2,23.18,Debit Card
ORD-101472,2023-10-14,2023-10-18,20231014,126,15,4,498.83,157.16,6,0.0,21.3,UPI
ORD-101473,2024-11-12,2024-11-13,20241112,317,3,11,2618.56,585.74,2,0.05,47.23,Credit Card
ORD-101474,2024-06-01,2024-06-04,20240601,408,20,17,68.51,23.47,10,0.0,26.89,UPI
ORD-101475,2023-01-17,2023-01-22,20230117,9,13,33,69.41,12.56,1,0.25,13.68,Online
ORD-101476,2023-12-21,2023-12-23,20231221,82,9,10,2803.45,151.59,3,0.3,47.48,Credit Card
